Safenames Ltd.	Safenames Ltd. (AS60819)	114
dsy.hu	Miss Hosting AB (AS200719)	1
dotroll.com	Digi Romania S.A. (AS8708)	1
managed-ip.com	Deutsche Telekom AG (AS3320)	3
Invitech ICT Services Kft.	Kesz Consulting Kft. (AS24794)	2
Cloud DNS Ltd	CloudIP LLC (AS31715)	1
t-online.hu	Irish Government (AS15806)	1
td-fn.net	arcos informationssysteme GmbH (AS41504)	2
ns14.net	Deutsche Glasfaser Wholesale GmbH (AS60294)	1
SECURITYSERVICES	KYNDR-RTP (AS16734)	1
t-online.hu	GOOGLE (AS15169)	1
zguard.hu	Enix Ltd (AS52148)	3
pop-hannover.de	PlusServer GmbH (AS61157)	1
SECURITYSERVICES	Emp Secure As (AS28824)	1
tenerifeweb.es	20i Limited (AS48254)	1
UUNET	UUNET (AS702)	1
CLOUDFLARENET	Webglobe, s.r.o. (AS29134)	4
active24.cz	DIGITALOCEAN-ASN (AS14061)	3
snafu.de	snafu Gesellschaft fuer interaktive Netzwerke mbH (AS34171)	2
Hetzner Online GmbH	Nextgen Communications Srl (AS48161)	1
Flashnet Kft	AUTOMATTIC (AS2635)	1
ANEXIA Internetdienstleistungs GmbH	Akamai Connected Cloud (AS63949)	2
ZONER a.s.	Shoptet, a.s. (AS198627)	3
Magyar Telekom Plc.	ACE Telecom Kft (AS50261)	3
teconis.com	Rackforest Zrt. (AS62214)	2
onenet.hu	Leder und Schuh AG (AS48486)	1
t-online.hu	ACTIVE 24, s.r.o. (AS25234)	1
co.uk	IPXO (AS834)	1
INTERNET CZ, a.s.	IRON-MOUNTAIN (AS21549)	1
externet.hu	WebSupport s.r.o. (AS51013)	1
rackforest.hu	Rendszerinformatika Zrt. (AS206892)	5
ev2.hu	SQUARESPACE (AS53831)	1
Magyar Telekom Plc.	Rackhost Zrt. (AS57095)	5
4iG Telecommunications Holding Zrt	Leaseweb Deutschland GmbH (AS28753)	1
dns24.hu	BT Communications Ireland Limited (AS2110)	1
Invitech ICT Services Kft.	DFW-DATACENTER (AS30277)	1
aluminiumhegesztes.hu	Hetzner Online GmbH (AS24940)	1
jmp.hu	Invitech ICT Services Kft. (AS12301)	5
telekom.hu	SzerverPlex.hu KFT. (AS61998)	3
Rendszerinformatika Zrt.	Aruba SAS (AS200185)	1
dtank.hu	Aruba S.p.A. (AS31034)	2
bcoolit.com	Hetzner Online GmbH (AS24940)	2
INTEGRITY Informatics Ltd.	HostingBazis Beteti Tarsasag (AS215904)	3
soproniegyetem.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
eqnet.hu	WEEBLY (AS27647)	1
sybell.hu	Magyar Telekom Plc. (AS5483)	6
MICROSOFT-CORP-MSN-AS-BLOCK	GO-DADDY-COM-LLC (AS398101)	3
elin.hu	Hostinger International Limited (AS47583)	8
dialogus.hu	RendszerNET Kft. (AS60071)	1
nlg.hu	AMAZON-AES (AS14618)	1
x-web.hu	Budapest University of Technology and Economics (AS2547)	2
dnshosting.hu	Magyar Telekom Plc. (AS5483)	1
mailservice.com	Hetzner Online GmbH (AS213230)	2
mediacenter.hu	SQUARESPACE (AS53831)	11
CLOUDFLARENET	Datasource AG (AS51395)	1
telekom.hu	LF.net Netzwerksysteme GmbH (AS12374)	1
INTERNET CZ, a.s.	DV Info Informatikai kft. (AS197523)	1
4iG Telecommunications Holding Zrt	One Hungary Ltd. (AS21334)	1
domainflotta.hu	TelcoNet Kft. (AS60619)	2
glbns.com	IPXO (AS834)	1
yabool.com	Rackhost Zrt. (AS29278)	1
CLOUDFLARENET	Webzilla B.V. (AS35415)	1
habana.hu	AMAZON-02 (AS16509)	5
NUCDN	DNA Oyj (AS16086)	2
ininet.hu	ORACLE-BMC-31898 (AS31898)	2
RendszerNET Kft.	Sybell Informatika Kft (AS62449)	1
unitechnal.cloud	Rendszerinformatika Zrt. (AS206892)	1
esmero.nl	Esmero Holding B.V. (AS207829)	1
DIGICERT	INCAPSULA (AS19551)	1
ikrons.hu	Magyar Telekom Plc. (AS5483)	1
intelliweb.hu	SigmaNet Szolgaltato es Kereskedelm Ltd (AS42964)	5
molnar-peter.hu	Akamai Connected Cloud (AS63949)	1
dotroll.com	WHG Hosting Services Ltd (AS51713)	1
csibesz.hu	Rackhost Zrt. (AS29278)	1
plex.hu	Servergarden Kft. (AS47381)	1
iworx-host.com	AUTOMATTIC (AS2635)	1
info-book.hu	ATW Internet Kft. (AS41075)	1
webstep.cz	SecurityNet.cz s.r.o. (AS42422)	1
MICROSOFT-CORP-MSN-AS-BLOCK	ROMARG SRL (AS205275)	1
almeva.cz	DIGITALOCEAN-ASN (AS14061)	1
LEASEWEB-USA-SFO	DIGITALOCEAN-ASN (AS14061)	1
popidns.de	MICROSOFT-CORP-MSN-AS-BLOCK (AS8075)	1
managed-ip.com	GOOGLE-CLOUD-PLATFORM (AS396982)	1
onenet.hu	T-Mobile Austria GmbH (AS8412)	1
ZONER a.s.	JAW.cz s.r.o. (AS43070)	1
Rackhost Zrt.	FASTLY (AS54113)	2
Aruba S.p.A.	OPC Networks Kft. (AS24822)	1
hostserv.eu	BSE Software GmbH (AS9044)	2
ns14.net	euNetworks GmbH (AS13237)	1
webgalaxy.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	2
T-Mobile Czech Republic a.s.	CDLAN SpA (AS34971)	1
soldns.com	Solar Communications GmbH (AS197988)	1
dns24.hu	A2HOSTING (AS55293)	4
net.pl	CLOUDFLARENET (AS13335)	1
DIGITALOCEAN-ASN	Isis-Com Kft. (AS200964)	1
SCAAM0001	WebSupport s.r.o. (AS51013)	1
domeny.tv	Play (AS31242)	1
AMAZON-02	PlusServer GmbH (AS61157)	1
SECURITYSERVICES	AKAMAI-AS (AS16625)	6
OPC Networks Kft.	MK Netzdienste GmbH & Co. KG (AS25394)	1
rooter.hu	Isis-Com Kft. (AS200964)	1
jchost15.pl	Netia SA (AS12741)	1
inca.hu	Invitech ICT Services Kft. (AS12301)	3
tamanet.hu	Tamas Drinkal (AS206361)	2
Webglobe, a.s.	Hetzner Online GmbH (AS24940)	3
skyweb.hosting	netcup GmbH (AS197540)	1
SECURITYSERVICES	Equinix (EMEA) Acquisition Enterprises B.V. (AS15830)	2
web200.hu	DIGITALOCEAN-ASN (AS14061)	1
csokplusz.hu	Rackhost Zrt. (AS29278)	1
HURRICANE	Cogitnet Kft. (AS200864)	9
law-firm.hu	INTEGRITY Informatics Ltd. (AS28924)	1
denaliarea.com	Hetzner Online GmbH (AS24940)	1
Cloud DNS Ltd	Axpo Systems AG (AS60284)	6
deninet.hu	Inclust System Ltd. (AS49857)	1
Key-Systems GmbH	23M GmbH (AS47447)	1
register-it.net	INTEGRITY Informatics Ltd. (AS28924)	1
taken.hu	ATW Internet Kft. (AS41075)	2
multihazserver.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	1
netem.hu	INTERNET CZ, a.s. (AS24806)	1
Servergarden Kft.	MICROSOFT-CORP-MSN-AS-BLOCK (AS8075)	2
t-online.hu	Dijbeszedo Holding Zrt (AS43860)	1
szoft.info	Giganet Internet Szolgaltato Kft (AS42864)	1
Global Village GmbH	Delticom Ag (AS57533)	8
MatraCOMP Kft.	Cloudflare London, LLC (AS209242)	1
nunsys.net	Nunsys SA (AS198479)	1
Invitech ICT Services Kft.	JZT Informatikai Kft. (AS39679)	1
pirula.hu	Rackhost Zrt. (AS29278)	1
topsec.com	MICROSOFT-CORP-MSN-AS-BLOCK (AS8075)	1
vipy.hu	ByteFly Kft. (AS215261)	2
kddnet.de	Mittwald CM Service GmbH & Co. KG (AS15817)	1
ZONER a.s.	SH.cz s.r.o. (AS39392)	6
deninet.hu	WLA Interservice Ltd. (AS33947)	1
zalaszam.hu	Isis-Com Kft. (AS200964)	3
mediadigital.hu	Servergarden Kft. (AS47381)	2
AMAZON-02	IONOS SE (AS8560)	2
AMAZON-02	UNIDATA S.p.A. (AS30848)	1
host2u.sk	VNET a.s. (AS29405)	2
prode.hu	OVH SAS (AS16276)	1
loopia.se	Loopia AB (AS39570)	1
ACTIVE 24, s.r.o.	Hitrost.com Internet Storitve d.o.o. (AS59834)	1
introdns.hu	Aruba S.p.A. (AS31034)	2
netmask.hu	ELIN.hu Informatikai Szolgaltato es Tanacsado Kft. (AS208154)	1
softclean.hu	Magyar Telekom Plc. (AS5483)	1
INTERNET CZ, a.s.	KPN B.V. (AS1136)	3
webspacecontrol.com	Giganet Internet Szolgaltato Kft (AS42864)	1
register.it	ATW Internet Kft. (AS41075)	2
iq.pl	IQ PL Sp. z o.o. (AS47544)	6
WLA Interservice Ltd.	AMAZON-02 (AS16509)	1
versanus.hu	INCAPSULA (AS19551)	2
ip-plus.net	UUNET (AS702)	1
fakro.pl	Netia SA (AS12741)	1
haricomp.hu	WebSupport s.r.o. (AS51013)	1
info.hu	Hetzner Online GmbH (AS24940)	1
elender2000.hu	Invitech ICT Services Kft. (AS12301)	2
elisa.net	Optimizely AB (AS30811)	1
directinfo.hu	23VNet Kft. (AS30836)	1
virtualns.net	Tecnocratica Centro de Datos, S.L. (AS15954)	1
elit-info.hu	T-Mobile Czech Republic a.s. (AS5588)	2
circusmuseum.hu	ACE Telecom Kft (AS50261)	1
Webglobe, s.r.o.	Fortion Networks, s.r.o. (AS44984)	1
meteonews.ch	Hetzner Online GmbH (AS24940)	1
SECURITYSERVICES	INTEGRITY Informatics Ltd. (AS28924)	2
co.hu	Bradler & Krantz GmbH & Co. KG (AS29141)	1
pirlo.com	Hetzner Online GmbH (AS24940)	2
domainflotta.hu	Rackhost Zrt. (AS29278)	2
rocket-media.info	Mittwald CM Service GmbH & Co. KG (AS15817)	1
secdns.eu	Rendszerinformatika Zrt. (AS206892)	3
NSONE	ALTICOR-INC (AS11870)	1
dotroll.com	EVANZO e-commerce GmbH (AS42730)	1
OPC Networks Kft.	Aruba S.p.A. (AS31034)	1
Host Europe GmbH	Host Europe GmbH (AS60253)	2
ATW Internet Kft.	GTS Telecom SRL (AS5606)	1
webparadicsom.hu	Cloudflare London, LLC (AS209242)	1
glbns.com	WEHOSTWEBSITES-COM (AS30475)	1
T-Mobile Czech Republic a.s.	MEDIACENTER HUNGARY INFORMATIKAI SZOLGALTATO ES UZEMELTETO kft (AS44460)	1
us.lt	Blue Bridge MSP, UAB (AS42774)	1
internic.at	Mittwald CM Service GmbH & Co. KG (AS15817)	1
ACTIVE 24, s.r.o.	Orange Slovensko a.s. (AS15962)	2
Aruba S.p.A.	RMH-14 (AS33070)	1
online.pro	WebSupport s.r.o. (AS51013)	1
Aruba S.p.A.	Microsystem-Kecskemet Kft (AS197889)	2
alfahosting.info	Hetzner Online GmbH (AS24940)	1
Anverino Software SRL	UK-2 Limited (AS13213)	1
mediacenter.hu	NETWORK-SOLUTIONS-HOSTING (AS19871)	1
t-online.hu	SzerverPlex.hu KFT. (AS61998)	1
cib.hu	Intesa Sanpaolo S.p.A. (AS13253)	3
laptopbolt.hu	Invitech ICT Services Kft. (AS12301)	1
deninet.hu	SINGLEHOP-LLC (AS32475)	2
civishosting.eu	MVM NET Zrt. (AS47169)	10
Tarhely.Eu Szolgaltato Kft.	A2HOSTING (AS55293)	6
buddyns.com	MICROSOFT-CORP-MSN-AS-BLOCK (AS8075)	1
23VNet Kft.	ZEN-ECN (AS21859)	1
markmonitor.com	Cyllene Its SAS (AS12826)	1
WebSupport s.r.o.	LeaseWeb Netherlands B.V. (AS60781)	2
tisztanet.hu	Servergarden Kft. (AS47381)	4
tnnet.fi	Rackhost Zrt. (AS210579)	1
Nessus GmbH	hostNET Medien GmbH (AS34895)	1
shareyaworld.net	netcup GmbH (AS197540)	2
t-online.hu	Rackhost Zrt. (AS57095)	2
sty-cd.net	GOOGLE-CLOUD-PLATFORM (AS396982)	1
socialstar.hu	Contabo GmbH (AS51167)	1
webempresa.eu	Combell NV (AS34762)	4
lemarit.de	Host Europe GmbH (AS21499)	2
Aruba S.p.A.	Sunrise GmbH (AS6730)	2
SECURITYSERVICES	intersaar GmbH (AS12941)	3
NUCDN	Scaleway S.a.s. (AS12876)	2
dns24.hu	Lyratris Limited (AS200950)	2
fastweb.hu	Contabo GmbH (AS51167)	3
INTERNET CZ, a.s.	OPC Networks Kft. (AS24822)	4
Cloud DNS Ltd	EgomNet Kft. (AS209486)	5
d-lan.hu	Hetzner Online GmbH (AS24940)	2
ORACLE-BMC-31898	CSC (AS19574)	2
qmmit.hu	Cloudflare London, LLC (AS209242)	2
wildom-consulting.hu	Magyar Telekom Plc. (AS5483)	2
comtrans.hu	DIGITALOCEAN-ASN (AS14061)	1
aker.hu	Rackhost Zrt. (AS29278)	1
louis.info	AMAZON-02 (AS16509)	1
webcode.hu	T-Mobile Czech Republic a.s. (AS5588)	2
iconomy.at	Rackhost Zrt. (AS210579)	1
introdns.hu	SQUARESPACE (AS53831)	4
editor.si	Webtasy, d.o.o. (AS43128)	1
23VNet Kft.	Hetzner Online GmbH (AS24940)	14
WebSupport s.r.o.	23M GmbH (AS47447)	1
linode.com	FASTLY (AS54113)	2
ininet.hu	MasterDC s.r.o. (AS24971)	7
glbns.com	ACE Telecom Kft (AS50261)	2
telekom.at	AMAZON-02 (AS16509)	2
net.pl	Cyber_Folks S.A. (AS41079)	1
korak.sk	Lombard s.r.o. (AS60715)	1
internethosting.at	Telekom Austria (AS8447)	2
managed-ns.com	CANCOM Managed Services GmbH (AS8469)	1
IONOS SE	NTT Global Data Centers EMEA UK Ltd. (AS29017)	1
INTEGRITY Informatics Ltd.	Webglobe, s.r.o. (AS29134)	1
bovito.hu	VSHosting s.r.o. (AS43541)	1
WebSupport s.r.o.	SzerverPlex.hu KFT. (AS61998)	7
Rackforest Zrt.	Akamai Connected Cloud (AS63949)	5
djm.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
ipcom GmbH	Hostinger International Limited (AS47583)	1
hunreg.com	ATW Internet Kft. (AS41075)	1
Hetzner Online GmbH	MAGEX Solutions Kft. (AS42371)	5
habana.hu	Sybell Informatika Kft (AS62449)	2
superhost.pl	Cyber_Folks S.A. (AS41079)	2
serveriai.lt	Castlegem SRL (AS34689)	1
eox.hu	Magyar Telekom Plc. (AS5483)	2
dns24.hu	Hydra Communications Ltd (AS25369)	2
enexis.hu	WebSupport s.r.o. (AS51013)	2
capitaly.hu	AMAZON-02 (AS16509)	1
Dravanet Co Ltd.	OVH SAS (AS16276)	2
nvme-servers.com	Hetzner Online GmbH (AS24940)	3
externet.hu	VIVACOM Magyarorszag Kft (AS51920)	2
xvveb.net	Hutchison Drei Austria GmbH (AS8437)	1
GANDI SAS	MICROSOFT-CORP-MSN-AS-BLOCK (AS8069)	7
telekom.hu	STARKEY (AS14614)	1
telekom.at	myNet GmbH (AS31543)	1
telekom.hu	GOOGLE (AS15169)	6
stabletransit.com	One Hungary Ltd. (AS21334)	1
processnet.hu	Rackhost Zrt. (AS29278)	1
dns24.hu	INCAPSULA (AS19551)	1
Rackforest Zrt.	Equinix (EMEA) Acquisition Enterprises B.V. (AS15830)	4
co.uk	Des Capital B.V. (AS213035)	9
guzelhosting.com	GNET Internet Telekomunikasyon A.S. (AS42846)	2
Webglobe, a.s.	WEDOS Internet, a.s. (AS197019)	4
mzplanet.com	Hetzner Online GmbH (AS24940)	5
szerverem.hu	AMAZON-AES (AS14618)	1
ns0.nl	Trans-iX B.V. (AS30870)	1
mozayk.hu	Rackhost Zrt. (AS29278)	1
InterNetX GmbH	Hetzner Online GmbH (AS24940)	3
thinline.cz	ACTIVE 24, s.r.o. (AS25234)	1
DIGITALOCEAN-ASN	Dravanet Co Ltd. (AS197248)	3
sca.com	Hetzner Online GmbH (AS24940)	1
icthost.hu	ATW Internet Kft. (AS41075)	2
dynu.com	Wix.com Ltd. (AS58182)	1
synch.hu	WebSupport s.r.o. (AS51013)	3
secdns.eu	NETregator Kft. (AS44302)	1
lemarit.de	MTS Internet GmbH (AS13010)	2
pecsiegyhazmegye.hu	Pecsi Egyhazmegye (AS214175)	2
NUCDN	Visual Online S.A. (AS9008)	1
MICROSOFT-CORP-MSN-AS-BLOCK	AS40676 (AS40676)	1
Tarhely.Eu Szolgaltato Kft.	Happymed Healthcare and IT Provider Co. Ltd. (AS43749)	2
nst1.	Tarhely.Eu Szolgaltato Kft. (AS43359)	2
nlg.hu	SINGLEHOP-LLC (AS32475)	1
weber.cloud	weber.digital GmbH (AS35710)	4
Hetzner Online GmbH	AMAZON-AES (AS14618)	4
ORACLE-BMC-31898	COGECO-PEER1 (AS13768)	3
register.be	Cloudflare London, LLC (AS209242)	1
managed-ip.com	Kuehne + Nagel (AG & Co.) KG (AS211656)	1
evolutionet.hu	Magyar Telekom Plc. (AS5483)	3
a1web.hu	Rackforest Zrt. (AS62214)	2
Infomaniak Network SA	CLOUDFLARENET (AS13335)	1
Rackforest Zrt.	Krystal Hosting Ltd (AS12488)	2
talpak.org	Magyar Telekom Plc. (AS5483)	1
xit.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	1
UUNET	Deutsche Telekom AG (AS3320)	2
hjf.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
dns23.hu	GOOGLE (AS15169)	4
nextlayer.at	Pick-Up Ltd. (AS41627)	1
nroute.de	FLY (AS40509)	1
Infotechna Ltd.	Sybell Informatika Kft (AS62449)	1
foodgenius.de	Hetzner Online GmbH (AS24940)	1
zalaszam.hu	ELIN.hu Informatikai Szolgaltato es Tanacsado Kft. (AS208154)	1
CLOUDFLARENET	NETWORK-SOLUTIONS-HOSTING (AS19871)	6
zoneedit.com	AMAZON-AES (AS14618)	1
me-team.net	Deutsche Telekom AG (AS3320)	2
Rackforest Zrt.	AUTOMATTIC (AS2635)	1
robotok.hu	Rackhost Zrt. (AS29278)	1
infotechna.hu	Servergarden Kft. (AS47381)	3
dns24.hu	SOFTLAYER (AS36351)	5
Invitech ICT Services Kft.	MEDIACENTER HUNGARY INFORMATIKAI SZOLGALTATO ES UZEMELTETO kft (AS44460)	1
dns24.hu	Ddos-guard Ltd (AS57724)	1
init3.eu	AMAZON-02 (AS16509)	1
webspacecontrol.com	netcup GmbH (AS197540)	2
elit-info.hu	INTEGRITY Informatics Ltd. (AS28924)	1
webszerver.net	Telehouse EAD (AS57344)	1
innoiq.hu	CETIN Hungary Zrt. (AS8448)	1
ipcom GmbH	WebSupport s.r.o. (AS51013)	3
webglobe.sk	Akamai Connected Cloud (AS63949)	1
editorbt.hu	Rackhost Zrt. (AS29278)	1
mikrovps.hu	INTERNET CZ, a.s. (AS24806)	1
ipcom GmbH	Leaseweb Deutschland GmbH (AS28753)	2
TelcoNet Kft.	TelcoNet Kft. (AS60619)	5
digitalis.hu	Servergarden Kft. (AS47381)	1
duf.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
mxserver.ro	CLOUDFLARENET (AS13335)	1
eox.hu	Rackforest Zrt. (AS62214)	3
managed-ip.com	CANCOM Managed Services GmbH (AS8469)	1
Servergarden Kft.	A2HOSTING (AS55293)	1
npulse.net	Rackhost Zrt. (AS29278)	1
online.pro	netcup GmbH (AS197540)	1
BUNNYWAY, informacijske storitve d.o.o.	DIGITALOCEAN-ASN (AS14061)	1
Intellihome Tavkozlesi Szolgaltato Kft	Magyar Telekom Plc. (AS5483)	2
nblhosting.com	Hetzner Online GmbH (AS24940)	1
GANDI SAS	Cloudflare London, LLC (AS209242)	2
giganet.hu	ATW Internet Kft. (AS41075)	4
hlavi.hu	Rackhost Zrt. (AS29278)	1
mindit.hu	Contabo GmbH (AS51167)	1
WebSupport s.r.o.	Aruba S.p.A. (AS31034)	1
versanus.eu	Inclust System Ltd. (AS49857)	1
Giganet Internet Szolgaltato Kft	Rendszerinformatika Zrt. (AS206892)	1
mavi-net.ro	IRUM SA (AS210343)	2
conova.at	conova communications GmbH (AS5404)	2
ATW Internet Kft.	LIMESTONENETWORKS (AS46475)	2
pomykala.hu	ATW Internet Kft. (AS41075)	1
griffel.se	Griffel AB (AS47467)	2
VNET a.s.	Host Europe GmbH (AS20773)	1
elin.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	3
AMAZON-02	FIBIA P/S (AS44869)	1
nic.sk	Webglobe, a.s. (AS48689)	1
domainflotta.hu	FASTLY (AS54113)	1
Invitech ICT Services Kft.	Sunrise GmbH (AS6730)	1
megacp.com	Rackhost Zrt. (AS57095)	1
allegro.pl	Allegro sp. z o.o. (AS42656)	1
rackforest.hu	SzerverPlex.hu KFT. (AS61998)	2
sdsab.se	Varnamo Energi AB (AS31642)	1
Hetzner Online GmbH	Cloudflare London, LLC (AS209242)	2
tnx.it	OVH SAS (AS16276)	2
introdns.hu	Rackhost Zrt. (AS57095)	2
IONOS SE	Cloudflare London, LLC (AS209242)	2
aegis.hu	Hetzner Online GmbH (AS24940)	3
giganet.hu	Sybell Informatika Kft (AS62449)	1
University of Szeged	University of Szeged (AS6711)	8
Rackforest Zrt.	HostingBazis Beteti Tarsasag (AS215904)	6
Tarhely.Eu Szolgaltato Kft.	Hostnet B.V. (AS197902)	1
Aruba S.p.A.	FASTER CZ spol. s r.o. (AS24641)	1
CLOUDFLARENET	Tarr Kft. (AS8462)	2
prtelecom.hu	DIGITALOCEAN-ASN (AS14061)	1
Invitech ICT Services Kft.	Sybell Informatika Kft (AS62449)	5
dnstools.nl	Global-e ICT solutions B.V. (AS39591)	1
sitezoogle.com	WebSupport s.r.o. (AS51013)	1
bitchx.hu	DIGI Tavkozlesi es Szolgaltato Kft. (AS20845)	1
teconis.com	Hetzner Online GmbH (AS24940)	1
silverfrog.eu	JuPiNet Kft. (AS59869)	2
dns24.hu	Olah es Tarsa Kereskedelmi es Szolgaltato Kft (AS44945)	1
atvirtual.com	Festo Management SE (AS41700)	5
Akamai International B.V.	ORACLE-BMC-31898 (AS31898)	4
t-online.hu	ELIN.hu Informatikai Szolgaltato es Tanacsado Kft. (AS208154)	2
netmask.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	5
continum.net	Deutsche Telekom MMS GmbH (AS200093)	2
mikrovps.hu	CLOUDFLARENET (AS13335)	4
audius.de	synaforce GmbH (AS57395)	1
csap.hu	Rackhost Zrt. (AS29278)	1
Servergarden Kft.	NETregator Kft. (AS44302)	3
mainns.de	Host Europe GmbH (AS34011)	3
MICROSOFT-CORP-MSN-AS-BLOCK	Deutsche Telekom AG (AS3320)	2
ipnet.hu	Hohl IT e.U. (AS40994)	4
photoblog.hu	T-Mobile Czech Republic a.s. (AS5588)	1
interwarekft.hu	23VNet Kft. (AS30836)	3
ATW Internet Kft.	Tarr Kft. (AS8462)	1
x-site.be	Uniserver Internet B.V. (AS31673)	2
GANDI SAS	Vodafone GmbH (AS3209)	1
CLOUDFLARENET	LeaseWeb Netherlands B.V. (AS60781)	3
VNET a.s.	Slovak Telekom, a.s. (AS6855)	1
INTERNET CZ, a.s.	Infotechna Ltd. (AS15566)	2
ormag.net	Hetzner Online GmbH (AS24940)	3
GOOGLE	velia.net Internetdienste GmbH (AS29066)	4
co.uk	Aruba SAS (AS200185)	1
bell.hu	Rackhost Zrt. (AS29278)	1
bcom.cz	20i Limited (AS48254)	1
eweb4.net	Scaleway S.a.s. (AS12876)	1
giganews.com	SWITCH-LTD (AS23005)	1
acetelecom.hu	T-Mobile Czech Republic a.s. (AS5588)	5
csaladihazepites.hu	Magyar Telekom Plc. (AS5483)	1
loopiagroup.com	Loopia AB (AS41528)	3
Deutsche Telekom AG	Destiny France Entreprises SAS (AS197036)	1
Giganet Internet Szolgaltato Kft	Hetzner Online GmbH (AS24940)	2
dunakanyar.hu	Cyber_Folks S.A. (AS29522)	1
dimnet.hu	GOOGLE-CLOUD-PLATFORM (AS396982)	1
synch.hu	INTEGRITY Informatics Ltd. (AS28924)	7
t-online.hu	Vodafone GmbH (AS3209)	1
INTEGRITY Informatics Ltd.	IPXO (AS834)	9
INTERNET CZ, a.s.	Nexum Hungary Internet Service Provider Ltd. (AS20510)	1
fet.hu	Rackhost Zrt. (AS29278)	1
iworx-host.com	MEDIACENTER HUNGARY INFORMATIKAI SZOLGALTATO ES UZEMELTETO kft (AS44460)	1
roninwear.com	OVH SAS (AS16276)	1
Netnod AB	Akamai Connected Cloud (AS63949)	5
123ns.eu	FASTLY (AS54113)	1
csabrendek.hu	Rackhost Zrt. (AS29278)	1
deninet.hu	United Technology Alliance Kft. (AS15629)	1
vim.hu	Magyar Telekom Plc. (AS5483)	2
markhome.hu	Rackhost Zrt. (AS29278)	1
tarhelyszakerto.hu	Tarhely.Eu Szolgaltato Kft. (AS43359)	1
Servergarden Kft.	FASTLY (AS54113)	1
CETIN Hungary Zrt.	Beyon B.s.c. (AS5416)	1
intelliweb.hu	T-Mobile Czech Republic a.s. (AS5588)	1
T-Mobile Czech Republic a.s.	KIFU (Governmental Info Tech Development Agency) (AS1955)	2
checkdomain.de	dogado GmbH (AS45012)	1
MICROSOFT-CORP-MSN-AS-BLOCK	COLT Technology Services Group Limited (AS8220)	1
hyperhost.hu	Hostinger International Limited (AS47583)	2
VNET a.s.	Orange Slovensko a.s. (AS15962)	1
Magyar Telekom Plc.	LeaseWeb Netherlands B.V. (AS60781)	2
QwertyNet Kft	QwertyNet Kft (AS8536)	5
glbns.com	Rackhost Zrt. (AS57095)	4
ACTIVE 24, s.r.o.	bonet.systems, s. r. o. (AS44185)	2
ATW Internet Kft.	Viacom Informatics Ltd. (AS51275)	2
SECURITYSERVICES	Ecritel SASU (AS8304)	1
INTERNET CZ, a.s.	Gwy It Pty Ltd (AS199959)	1
cellkabel.hu	KabelszatNet-2002. Musoreloszto es Kereskedelmi Kft. (AS50181)	2
hostingcentar.com	Hetzner Online GmbH (AS24940)	1
digisoft.hu	Contabo GmbH (AS51167)	3
wlap.hu	Magyar Telekom Plc. (AS5483)	2
SECURITYSERVICES	Safenames Ltd. (AS60819)	5
is-fun.net	Combell NV (AS34762)	1
glbns.com	dogado GmbH (AS208582)	2
aira.cz	Shoptet, a.s. (AS198627)	1
localnet.hu	Invitech ICT Services Kft. (AS12301)	1
giganet.hu	One Hungary Ltd. (AS21334)	1
registrar-servers.com	DIGI Tavkozlesi es Szolgaltato Kft. (AS20845)	1
p24.hu	Invitech ICT Services Kft. (AS12301)	1
infotechna.hu	WHG Hosting Services Ltd (AS209341)	4
nsa.hu	Magyar Telekom Plc. (AS5483)	4
inmotionhosting.com	INMOTION (AS22611)	2
Rackforest Zrt.	SQUARESPACE (AS53831)	6
c3.hu	AUTOMATTIC (AS2635)	1
Datatrans Internet Ltd	T-Mobile Czech Republic a.s. (AS5588)	6
CLOUDFLARENET	Rackspace Ltd. (AS15395)	6
wservices.ch	Hetzner Online GmbH (AS24940)	1
hidehere.hu	Rackforest Zrt. (AS62214)	3
bparchiv.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
register.it	Retelit Digital Services S.p.A. (AS28716)	1
bke.hu	KIFU (Governmental Info Tech Development Agency) (AS1955)	1
Rackforest Zrt.	SzerverPlex.hu KFT. (AS61998)	1
level27.eu	Level 27 BVBA (AS59943)	2
introdns.hu	T-Mobile Czech Republic a.s. (AS5588)	3
posteo-dns.de	INTERNET AG Global Network (AS8495)	1
HURRICANE	Hetzner Online GmbH (AS24940)	1
hostonic.hu	Magyar Telekom Plc. (AS5483)	2
CLOUDFLARENET	Tech Tide Portugal Unipessoal LDA (AS209874)	1
inclust.com	GOOGLE (AS15169)	1
gloriadental.hu	Rackhost Zrt. (AS29278)	1
NUCDN	Enflow B.V. (AS209626)	1
ri-solution.com	APA-IT Informations Technologie G.m.b.H (AS5403)	1
phoenix.hu	Hetzner Online GmbH (AS24940)	1
INTERNET CZ, a.s.	Scaleway S.a.s. (AS12876)	8
JZT Informatikai Kft.	Magyar Telekom Plc. (AS5483)	2
