winwin.hk: 0 mail.winwin.hk.
gcpc.hk: 5 mxbiz1.qq.com.
waterwood.hk: 5 MXN.MXHICHINA.COM.
waterwood.hk: 10 MXW.MXHICHINA.COM.
ykh.hk: 10 alt3.aspmx.l.google.com.
ykh.hk: 5 alt1.aspmx.l.google.com.
ykh.hk: 5 alt2.aspmx.l.google.com.
ykh.hk: 10 alt4.aspmx.l.google.com.
ykh.hk: 1 aspmx.l.google.com.
rioni.hk: 10 mail.rioni.hk.
mustela.hk: 0 mx3.nameshield.com.
mustela.hk: 10 mx4.nameshield.net.
robofx.hk: 10 mail.robofx.hk.
ethercat.hk: 20 internet2.beckhoff.com.
ethercat.hk: 10 netsrv01.beckhoff.com.
cruisecritic.hk: 10 mxb-00255801.gslb.pphosted.com.
cruisecritic.hk: 10 mxa-00255801.gslb.pphosted.com.
victoriamilan.hk: 5 alt2.aspmx.l.google.com.
victoriamilan.hk: 10 aspmx2.googlemail.com.
victoriamilan.hk: 1 aspmx.l.google.com.
victoriamilan.hk: 5 alt1.aspmx.l.google.com.
victoriamilan.hk: 10 aspmx3.googlemail.com.
fabletics.hk: 10 spool.mail.gandi.net.
fabletics.hk: 50 fb.mail.gandi.net.
blumarine.hk: 0 d216463.a.ess.uk.barracudanetworks.com.
blumarine.hk: 10 d216463.b.ess.uk.barracudanetworks.com.
m4b.hk: 30 alt2.aspmx.l.google.com.
m4b.hk: 50 alt4.aspmx.l.google.com.
m4b.hk: 40 alt3.aspmx.l.google.com.
m4b.hk: 10 aspmx.l.google.com.
m4b.hk: 20 alt1.aspmx.l.google.com.
tgifridays.hk: 1 bh.markmonitor.com.
luxbeauty.hk: 90 relay.luxbeauty.hk.
luxbeauty.hk: 30 mail.luxbeauty.hk.
elizabetharden.hk: 10 us-smtp-inbound-1.mimecast.com.
elizabetharden.hk: 10 us-smtp-inbound-2.mimecast.com.
yhi.hk: 0 mail.yhi.hk.
dhms.hk: 10 hzmx02.mxmail.netease.com.
dhms.hk: 5 hzmx01.mxmail.netease.com.
talentforce.hk: 100 p11m1.ns360.net.
talentforce.hk: 200 p11mx2.ns360.net.
techseed.hk: 0 techseed.hk.
cocacolalight.hk: 10 ns3-old.ko.com.
bunnomatic.hk: 10 MAIL.101DOMAIN.COM.
iict.hk: 0 iict.hk.
joyance.hk: 20 alt1.aspmx.l.google.com.
joyance.hk: 40 alt3.aspmx.l.google.com.
joyance.hk: 10 aspmx.l.google.com.
joyance.hk: 50 alt4.aspmx.l.google.com.
joyance.hk: 30 alt2.aspmx.l.google.com.
morganstanleysmithbarney.hk: 0 .
humanbehavior.hk: 30 fosse.virtualhosting.hk.
pongori.hk: 50 fb.mail.gandi.net.
pongori.hk: 10 spool.mail.gandi.net.
lerbolario.hk: 10 mail.register.it.
sportec.hk: 10 relay1.netnames.net.
sportec.hk: 100 relay2.netnames.net.
scrive.hk: 10 mfwd.eurodns.com.
huion.hk: 20 mx20.antispam.mailspamprotection.com.
huion.hk: 10 mx10.antispam.mailspamprotection.com.
huion.hk: 30 mx30.antispam.mailspamprotection.com.
bitcoindepot.hk: 10 gw6177.fortimail.com.
camelactive.hk: 100 mail13.is-fun.net.
tott.hk: 50 alt4.aspmx.l.google.com.
tott.hk: 30 alt2.aspmx.l.google.com.
tott.hk: 40 alt3.aspmx.l.google.com.
tott.hk: 10 aspmx.l.google.com.
tott.hk: 20 alt1.aspmx.l.google.com.
zhiheng.hk: 5 mxbiz1.qq.com.
zhiheng.hk: 10 mxbiz2.qq.com.
mountaire.hk: 10 MAIL.101DOMAIN.COM.
cye.hk: 0 cye-hk.mail.protection.outlook.com.
conventions.hk: 5 mail.h-email.net.
woodly.hk: 0 mail.woodly.hk.
qiquan.hk: 0 .
futuhk.hk: 10 mail.futuhk.hk.
besttop.hk: 130 mx13.abchk.net.
besttop.hk: 10 mx1.abchk.net.
cmhk.hk: 100 mxbiz1.qq.com.
thescorebot.hk: 10 MAIL.101DOMAIN.COM.
freds.hk: 0 mail.freds.hk.
wejob.hk: 0 wejob.hk.
ounuo.hk: 10 mxbiz2.qq.com.
ounuo.hk: 5 mxbiz1.qq.com.
infotools.hk: 10 mx1-us1.ppe-hosted.com.
infotools.hk: 20 mx2-us1.ppe-hosted.com.
megabad.hk: 20 mx01.udag.de.
megabad.hk: 10 mx00.udag.de.
alexandredeparis.hk: 0 mx3.nameshield.com.
alexandredeparis.hk: 10 mx4.nameshield.net.
crestor.hk: 20 mail79.messagelabs.com.
crestor.hk: 10 mail67.messagelabs.com.
inklab.hk: 5 mxbiz1.qq.com.
inklab.hk: 10 mxbiz2.qq.com.
meta360.hk: 0 mail.meta360.hk.
hstern.hk: 10 mail.hstern.hk.
businesslady.hk: 10 _dc-mx.95699f7d8950.businesslady.hk.
erima.hk: 10 mx00.udag.de.
erima.hk: 20 mx01.udag.de.
toefreedom.hk: 10 www4.your-server.de.
ymall.hk: 5 mxbiz1.qq.com.
mirailab.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
mirailab.hk: 1 ASPMX.L.GOOGLE.COM.
mirailab.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
mirailab.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
mirailab.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
idkids.hk: 10 smtp1.speednames.com.
idkids.hk: 20 smtp2.speednames.com.
baseworks.hk: 0 baseworks-hk.mail.protection.outlook.com.
ponant.hk: 10 mx3.mail.ovh.net.
ponant.hk: 1 mx4.mail.ovh.net.
epclusa.hk: 20 relay2.netnames.net.
epclusa.hk: 10 relay1.netnames.net.
oneglobe.hk: 0 oneglobe.hk.
wishpro.hk: 10 mail.wishpro.hk.
design2.hk: 0 mail.design2.hk.
sagemcom.hk: 10 mail.sagemcom.hk.
stribild.hk: 10 relay1.netnames.net.
stribild.hk: 100 relay2.netnames.net.
perrierjouet.hk: 10 custmx.cscdns.net.
llbean.hk: 0 llbean.hk.
millesima.hk: 10 mail.millesima.hk.
beapro.hk: 0 beapro.hk.
bestproperties.hk: 0 xcsv.cyberage.com.hk.
starrepublic.hk: 10 custmx.cscdns.net.
chkr.hk: 0 chkr.hk.
sunmall.hk: 20 mx20.antispam.mailspamprotection.com.
sunmall.hk: 10 mx10.antispam.mailspamprotection.com.
sunmall.hk: 30 mx30.antispam.mailspamprotection.com.
jean-pierre.hk: 0 jeanpierre-hk01b.mail.protection.outlook.com.
fintop.hk: 10 hzmx02.mxmail.netease.com.
fintop.hk: 5 hzmx01.mxmail.netease.com.
hairmax.hk: 0 hairmax.hk.
odefsey.hk: 10 relay1.netnames.net.
odefsey.hk: 20 relay2.netnames.net.
accsmarket.hk: 10 _dc-mx.44a0eb094f60.accsmarket.hk.
transcendental-meditation.hk: 0 transcendentalmeditation-hk03e.mail.protection.outlook.com.
19m.hk: 10 custmx.cscdns.net.
sellpy.hk: 50 fb.mail.gandi.net.
sellpy.hk: 10 spool.mail.gandi.net.
hspc.hk: 0 hspc.hk.
welltec.hk: 10 mail.welltec.hk.
familycapital.hk: 10 familycapital-hk.mail.protection.outlook.com.
stratsec.hk: 50 fb.mail.gandi.net.
stratsec.hk: 10 spool.mail.gandi.net.
travelrewards.hk: 50 smtpprod03.au.pinpoint.biz.
justwine.hk: 10 mail.justwine.hk.
usapro.hk: 100 mx2c51.megamailservers.eu.
usapro.hk: 10 mx1c51.megamailservers.eu.
usapro.hk: 110 mx3c51.megamailservers.eu.
1108.hk: 5 c1.icoremail.net.
sweetfruit.hk: 10 sweetfruit.hk.
strategicconsulting.hk: 0 strategicconsulting.hk.
manli.hk: 10 manli.hk.
philippe-starck.hk: 10 smtp.te-dns.net.
foodfinder.hk: 10 mail.foodfinder.hk.
flik-flak.hk: 5 sgrmgw6.swatchgroup.com.
flik-flak.hk: 5 sgrmgw5.swatchgroup.com.
inspiringminds.hk: 20 alt1.aspmx.l.google.com.
inspiringminds.hk: 30 alt2.aspmx.l.google.com.
inspiringminds.hk: 50 alt4.aspmx.l.google.com.
inspiringminds.hk: 40 alt3.aspmx.l.google.com.
inspiringminds.hk: 10 aspmx.l.google.com.
myhealthdiary.hk: 10 mail.myhealthdiary.hk.
tailong.hk: 5 mxbiz1.qq.com.
tailong.hk: 10 mxbiz2.qq.com.
hotplace.hk: 5 hotplace-hk.mail.protection.outlook.com.
ecri.hk: 15 edgebj.hnair.com.
ecri.hk: 10 edge.hnair.com.
parkinn.hk: 1 bh.markmonitor.com.
qnity.hk: 0 localhost.
ppmm.hk: 10 mxdomain.qq.com.
ultraflow.hk: 10 smtp2.speednames.com.
ultraflow.hk: 10 smtp1.speednames.com.
envisional.hk: 120 relay2.netnames.net.
envisional.hk: 80 mail.envisional.co.uk.
envisional.hk: 110 relay1.netnames.net.
beyondgravity.hk: 20 mx01.udag.de.
beyondgravity.hk: 10 mx00.udag.de.
kocham.hk: 40 ASPMX2.GOOGLEMAIL.COM.
kocham.hk: 20 ALT1.ASPMX.L.GOOGLE.COM.
kocham.hk: 30 ALT2.ASPMX.L.GOOGLE.COM.
kocham.hk: 50 ASPMX3.GOOGLEMAIL.COM.
kocham.hk: 10 ASPMX.L.GOOGLE.COM.
home-expert.hk: 10 mail.home-expert.hk.
genevalab.hk: 10 mail.genevalab.hk.
boam.hk: 10 boam-hk.mail.protection.outlook.com.
galanz.hk: 0 galanz-hk.mail.protection.outlook.com.
domainserver.hk: 10 mx1.improvmx.com.
domainserver.hk: 20 mx2.improvmx.com.
australiavisa.hk: 5 mx1-hosting.jellyfish.systems.
australiavisa.hk: 10 mx2-hosting.jellyfish.systems.
australiavisa.hk: 20 mx3-hosting.jellyfish.systems.
sssports.hk: 10 MAIL.101DOMAIN.COM.
alitalia.hk: 5 azmail3.alitalia.it.
alitalia.hk: 50 azmail2.alitalia.it.
alitalia.hk: 5 azmail4.alitalia.it.
alitalia.hk: 50 azmail.alitalia.it.
yfy.hk: 100 us2.mx1.mailhostbox.com.
yfy.hk: 100 us2.mx2.mailhostbox.com.
yfy.hk: 100 us2.mx3.mailhostbox.com.
zerodegree.hk: 30 aspmx2.googlemail.com.
zerodegree.hk: 10 aspmx.l.google.com.
zerodegree.hk: 30 aspmx3.googlemail.com.
zerodegree.hk: 20 alt2.aspmx.l.google.com.
zerodegree.hk: 20 alt1.aspmx.l.google.com.
yuco.hk: 0 yuco-hk.mail.protection.outlook.com.
urenco.hk: 10 relay1.netnames.net.
urenco.hk: 100 relay2.netnames.net.
clearvu.hk: 1 vps94028.inmotionhosting.com.
mondelezintl.hk: 10 custmx.cscdns.net.
sequoiacap.hk: 0 .
cheungs.hk: 30 ALT2.ASPMX.L.GOOGLE.COM.
cheungs.hk: 10 ASPMX.L.GOOGLE.COM.
cheungs.hk: 20 ALT1.ASPMX.L.GOOGLE.COM.
cheungs.hk: 40 ASPMX2.GOOGLEMAIL.COM.
cheungs.hk: 50 ASPMX3.GOOGLEMAIL.COM.
printone.hk: 10 mail.printone.hk.
pastis.hk: 0 pastis-hk.mail.protection.outlook.com.
healthchoice.hk: 0 healthchoice.hk.
eviplera.hk: 100 relay2.netnames.net.
eviplera.hk: 10 relay1.netnames.net.
vintec.hk: 0 vintec.hk.
sterlingcheck.hk: 10 mail.sterlingcheck.hk.
cryptoreview.hk: 0 mail.cryptoreview.hk.
strenfit.hk: 50 fb.mail.gandi.net.
strenfit.hk: 10 spool.mail.gandi.net.
htfc.hk: 10 htfc-hk.mail.protection.outlook.com.
horseware.hk: 10 mail.horseware.hk.
questnutrition.hk: 10 mail.idp365.net.
kasl.hk: 0 kasl-hk.mail.protection.outlook.com.
sportsrehab.hk: 10 mail.sportsrehab.hk.
corkcicle.hk: 10 MAIL.101DOMAIN.COM.
agcl.hk: 0 agcl-hk.mail.protection.outlook.com.
pvcc.hk: 0 mail.pvcc.hk.
np2.hk: 10 np2.hk.
hexagonsafety.hk: 20 relay2.netnames.net.
hexagonsafety.hk: 10 relay1.netnames.net.
subea.hk: 50 fb.mail.gandi.net.
subea.hk: 10 spool.mail.gandi.net.
emsolutions.hk: 0 emsolutions-hk.mail.protection.outlook.com.
pixsys.hk: 1 mx4.mail.ovh.net.
pixsys.hk: 10 mx3.mail.ovh.net.
yeelight.hk: 10 mx10.antispam.mailspamprotection.com.
yeelight.hk: 20 mx20.antispam.mailspamprotection.com.
yeelight.hk: 30 mx30.antispam.mailspamprotection.com.
localfresh.hk: 0 localfreshhk.com.
gma.hk: 0 mail.gma.hk.
fwq.hk: 81 route1.mx.cloudflare.net.
fwq.hk: 24 route2.mx.cloudflare.net.
fwq.hk: 23 route3.mx.cloudflare.net.
crozier.hk: 0 crozier-hk.mail.protection.outlook.com.
fastbooking.hk: 0 mx3.nameshield.com.
fastbooking.hk: 10 mx4.nameshield.net.
yahui.hk: 10 qiye163mx01.mxmail.netease.com.
yahui.hk: 10 qiye163mx02.mxmail.netease.com.
life-tech.hk: 5 mxbiz1.qq.com.
life-tech.hk: 10 mxbiz2.qq.com.
simplyhosting.hk: 10 mail.register.it.
naturelink.hk: 10 aspmx.l.google.com.
naturelink.hk: 50 alt4.aspmx.l.google.com.
naturelink.hk: 30 alt2.aspmx.l.google.com.
naturelink.hk: 20 alt1.aspmx.l.google.com.
naturelink.hk: 40 alt3.aspmx.l.google.com.
lecco.hk: 20 wmail.lecco.hk.
lecco.hk: 10 mail.lecco.hk.
project-s.hk: 0 projects-hk01i.mail.protection.outlook.com.
budgetair.hk: 10 smtp01.prezent.nl.
cloer.hk: 10 mail.cloer.de.
venco.hk: 10 mailfox.timway.com.
appone.hk: 0 appone.hk.
stlab.hk: 0 stlab.hk.
2v.hk: 10 mx.mail.ym.163.com.
dolomia.hk: 10 mail.dolomia.hk.
klinke.hk: 1 aspmx.l.google.com.
klinke.hk: 5 alt2.aspmx.l.google.com.
klinke.hk: 10 aspmx2.googlemail.com.
klinke.hk: 10 aspmx3.googlemail.com.
klinke.hk: 5 alt1.aspmx.l.google.com.
ycb.hk: 5 mxdomain.qq.com.
hostens.hk: 20 mx-backup.serveriai.lt.
hostens.hk: 10 mx-parked.serveriai.lt.
gharieni.hk: 10 s1557.server4all.de.
mainfirst.hk: 10 mx.ethna.ch.
mainfirst.hk: 5 mx.ethenea.lu.
tist.hk: 15 mx3.qiye.aliyun.com.
tist.hk: 10 mx2.qiye.aliyun.com.
tist.hk: 5 mx1.qiye.aliyun.com.
calderaspas.hk: 10 mailrelay.register.be.
citytarget.hk: 10 custmx.cscdns.net.
wingon.hk: 0 wingon-hk.mail.protection.outlook.com.
wemed.hk: 0 wemed.hk.
ffp3.hk: 10 mx1.netim.net.
ffp3.hk: 10 mx2.netim.net.
corecollective.hk: 10 mail.corecollective.hk.
alchem.hk: 20 mail.alchem.hk.
alchem.hk: 10 mail.alchem.hk.
kerakoll.hk: 25 smtp2.mail.ascio.com.
gedore.hk: 10 mail.gedore.de.
saer.hk: 10 in.arubabusiness.it.
bodogsports.hk: 10 mail.bodogsports.hk.
sendout.hk: 5 alt2.aspmx.l.google.com.
sendout.hk: 10 alt4.aspmx.l.google.com.
sendout.hk: 5 alt1.aspmx.l.google.com.
sendout.hk: 1 aspmx.l.google.com.
sendout.hk: 10 alt3.aspmx.l.google.com.
hemmerle.hk: 20 mx01.udag.de.
hemmerle.hk: 10 mx00.udag.de.
xn--gtv25h.hk: 0 localhost.
tokaji.hk: 10 mail.mailserver.hu.
openo.hk: 5 mxbiz1.qq.com.
openo.hk: 10 mxbiz2.qq.com.
partify.hk: 20 mx20.antispam.mailspamprotection.com.
partify.hk: 10 mx10.antispam.mailspamprotection.com.
partify.hk: 30 mx30.antispam.mailspamprotection.com.
thinkright.hk: 1 aspmx.l.google.com.
thinkright.hk: 5 alt2.aspmx.l.google.com.
thinkright.hk: 5 alt1.aspmx.l.google.com.
thinkright.hk: 10 alt4.aspmx.l.google.com.
thinkright.hk: 10 alt3.aspmx.l.google.com.
2home.hk: 5 mx1.yunyou.top.
2home.hk: 10 mx2.yunyou.top.
uniontech.hk: 0 uniontech-hk.mail.protection.outlook.com.
fzn.hk: 0 mail.fzn.hk.
tfi.hk: 5 mx1.hostinger.com.
tfi.hk: 10 mx2.hostinger.com.
myhomie.hk: 0 myhomie-hk.mail.protection.outlook.com.
eversys.hk: 10 aspmx2.googlemail.com.
eversys.hk: 10 aspmx3.googlemail.com.
eversys.hk: 5 alt1.aspmx.l.google.com.
eversys.hk: 1 aspmx.l.google.com.
eversys.hk: 5 alt5.aspmx.l.google.com.
appartment.hk: 1 mail.mailerhost.net.
nfid.hk: 10 mail.nfid.hk.
dailypress.hk: 50 mx3.zoho.com.
dailypress.hk: 20 mx2.zoho.com.
dailypress.hk: 10 mx.zoho.com.
lekue.hk: 10 .
giochipreziosi.hk: 10 mail.register.it.
blobel.hk: 20 mx01.udag.de.
blobel.hk: 10 mx00.udag.de.
vantive.hk: 10 custmx.cscdns.net.
pilab.hk: 5 mxbiz1.qq.com.
pilab.hk: 10 mxbiz2.qq.com.
mo1.hk: 0 mo1.hk.
fashionnetwork.hk: 10 mail.fashionnetwork.hk.
ctb.hk: 5 hzmx01.mxmail.netease.com.
ctb.hk: 10 hzmx02.mxmail.netease.com.
fueradentro.hk: 9 mailfilter.hostnet.nl.
controlexpert.hk: 10 mss01.controlexpert.eu.
controlexpert.hk: 20 mss02.controlexpert.eu.
bestshoes.hk: 10 mail501.runitemail.cc.
dect.hk: 10 filter1.sensson.net.
dect.hk: 20 filter2.sensson.net.
automated.hk: 0 automated.hk.
interticket.hk: 10 mail.interticket.hk.
dastudio.hk: 0 _dc-mx.1c6b54eedf73.dastudio.hk.
0rg.hk: 10 mail.0rg.hk.
logicalis.hk: 10 mail.logicalis.hk.
picanova.hk: 0 mail.picanova.hk.
kstone.hk: 0 kstone-hk.mail.protection.outlook.com.
swatchxomega.hk: 5 sgrmgw6.swatchgroup.com.
swatchxomega.hk: 5 sgrmgw5.swatchgroup.com.
centurylinktechnology.hk: 10 cluster9.us.messagelabs.com.
centurylinktechnology.hk: 20 cluster9a.us.messagelabs.com.
dsp.hk: 0 localhost.
pytha.hk: 20 mx01.udag.de.
pytha.hk: 10 mx00.udag.de.
globalcash.hk: 10 hzmx02.mxmail.netease.com.
globalcash.hk: 5 hzmx01.mxmail.netease.com.
doctorq.hk: 10 MAILSTORE1.SECURESERVER.NET.
doctorq.hk: 0 SMTP.SECURESERVER.NET.
petsource.hk: 0 petsource-hk.mail.protection.outlook.com.
accuity.hk: 20 relay2.netnames.net.
accuity.hk: 10 relay1.netnames.net.
sphs.hk: 0 sphs-hk.mail.protection.outlook.com.
deagostini.hk: 0 deagostini-hk.mail.protection.outlook.com.
lambro.hk: 10 mail.lambro.hk.
justfab.hk: 50 fb.mail.gandi.net.
justfab.hk: 10 spool.mail.gandi.net.
mori.hk: null mori.hk.lo219.faipod.com.
mori.hk: null fap-d3ac8203.faipod.com.
mori.hk: 20 smtp.faisco.cn.
abertis.hk: 1 bh.markmonitor.com.
simbasleep.hk: 30 fwd0.hosts.co.uk.
simbasleep.hk: 30 fwd1.hosts.co.uk.
simbasleep.hk: 30 fwd2.hosts.co.uk.
mixbook.hk: 10 MAIL.101DOMAIN.COM.
sissel.hk: 20 mx01.udag.de.
sissel.hk: 10 mx00.udag.de.
aberdeenasset.hk: 10 relay1.netnames.net.
aberdeenasset.hk: 100 relay2.netnames.net.
yutai.hk: 5 MXBIZ1.QQ.COM.
yutai.hk: 10 MXBIZ2.QQ.COM.
mamashelter.hk: 10 custmx.cscdns.net.
gigglescape.hk: 0 .
dom-perignon.hk: 20 a.mx.domainoo.fr.
xplory.hk: 20 relay2.netnames.net.
xplory.hk: 10 relay1.netnames.net.
lellikelly.hk: 10 mail.register.it.
dasp.hk: 10 mx4.spamcontroller.net.
dasp.hk: 10 mx1.spamcontroller.net.
dasp.hk: 10 mx2.spamcontroller.net.
dasp.hk: 10 mx3.spamcontroller.net.
eliesaab.hk: 10 mail.eliesaab.hk.
insinkerator.hk: 10 relay1.netnames.net.
insinkerator.hk: 100 relay2.netnames.net.
adventinternational.hk: 10 mxb-00133202.gslb.pphosted.com.
adventinternational.hk: 10 mxa-00133202.gslb.pphosted.com.
1974.hk: null xpj-cdn-go.longteng-cdn.com.
jieda.hk: 10 mail.jieda.hk.
gotherapy.hk: 20 mx-backup.serveriai.lt.
gotherapy.hk: 10 mx-parked.serveriai.lt.
jobworld.hk: 10 bh.markmonitor.com.
yjf.hk: 0 mxbiz2.qq.com.
yjf.hk: 0 yjf.hk.
yjf.hk: 0 mxbiz1.qq.com.
r29.hk: 50 fb.mail.gandi.net.
r29.hk: 10 spool.mail.gandi.net.
weixue.hk: 10 hzmx01.mxmail.netease.com.
weixue.hk: 10 hzmx02.mxmail.netease.com.
yalwa.hk: 10 mars.intermailgate.com.
kesseboehmer.hk: 10 mx00.udag.de.
kesseboehmer.hk: 20 mx01.udag.de.
icen.hk: 0 web1012.dataplugs.com.
safewell.hk: 1 mxwall.asiahost.com.hk.
thit.hk: 10 mx3.feishu.cn.
thit.hk: 1 mx1.feishu.cn.
thit.hk: 5 mx2.feishu.cn.
cityscope.hk: 0 cityscope.hk.
melochemonnex.hk: 10 custmx.cscdns.net.
asate.hk: 10 mx00.udag.de.
asate.hk: 20 mx01.udag.de.
bigsales.hk: 10 mail.bigsales.hk.
loopix.hk: 50 fb.mail.gandi.net.
loopix.hk: 10 spool.mail.gandi.net.
nutritionists.hk: 10 mx1.privateemail.com.
nutritionists.hk: 10 mx2.privateemail.com.
grizzlies.hk: 10 mx1.titan.email.
grizzlies.hk: 20 mx2.titan.email.
welllink.hk: 30 mxcluster3.cleverspeed.com.
welllink.hk: 20 mxcluster2.cleverspeed.com.
welllink.hk: 40 mxcluster4.cleverspeed.com.
welllink.hk: 10 mxcluster.cleverspeed.com.
geoborders.hk: 1 mx1.mail.ovh.net.
geoborders.hk: 5 mx2.mail.ovh.net.
geoborders.hk: 100 mx3.mail.ovh.net.
hubersuhner.hk: 0 .
joolz.hk: 10 smx3.interconnect.nl.
joolz.hk: 1000 fallback.interconnect.nl.
joolz.hk: 10 smx2.interconnect.nl.
joolz.hk: 10 smx1.interconnect.nl.
sizz.hk: 0 mail.sizz.hk.
yihetang.hk: null yihetang.hk.w.cdngslb.com.
fiberring.hk: 10 mailfilter.leaseweb.com.
italiantouch.hk: 10 mail.register.it.
jvt.hk: 10 mxbiz2.qq.com.
jvt.hk: 5 mxbiz1.qq.com.
angels-inc.hk: 20 adam.deguest.jp.
angels-inc.hk: 10 caprica.angels-inc.com.
xinhu.hk: null xinhu-cn.cname.saaswaf.com.
xinhu.hk: null a005v6.cache.saaswaf.com.
xinhu.hk: null a005v6.cache.dbappwaf.cn.
mariagalland.hk: 0 mariagalland-hk.mail.protection.outlook.com.
ultramarathon.hk: 1 alltheemails.com.
wisdomtech.hk: 5 mxbiz1.qq.com.
wisdomtech.hk: 10 mxbiz2.qq.com.
irisceramica.hk: 10 mail.register.it.
actalentservices.hk: 10 custmx.cscdns.net.
emerck.hk: 10 mailgateway01.merck.de.
emerck.hk: 20 mailgateway02.merck.de.
plugtech.hk: 20 mx2.larksuite.com.
plugtech.hk: 30 mx3.larksuite.com.
plugtech.hk: 10 mx1.larksuite.com.
arrowcloud.hk: 0 .
ninjakitchen.hk: 0 localhost.
commissary.hk: 0 commissary.hk.
ecoplus.hk: 5 mx.ym.163.com.
renee.hk: 10 mail.renee.hk.
teltec.hk: 0 teltec.hk.
beautycorner.hk: 0 treetreelee.synology.me.
skylance.hk: 0 skylance-hk.mail.protection.outlook.com.
casetify.hk: 5 mail.h-email.net.
poomsae.hk: 10 mail.poomsae.hk.
discoverchina.hk: 20 mx20.antispam.mailspamprotection.com.
discoverchina.hk: 30 mx30.antispam.mailspamprotection.com.
discoverchina.hk: 10 mx10.antispam.mailspamprotection.com.
etang.hk: 10 mx03.communilink.net.
etang.hk: 10 mx02.communilink.net.
etang.hk: 10 mx04.communilink.net.
etang.hk: 10 mx01.communilink.net.
eseller.hk: 0 eseller-hk.mail.protection.outlook.com.
1299.hk: 0 mx2.spacemail.com.
1299.hk: 0 mx1.spacemail.com.
nivalis.hk: 0 nivalis-hk.mail.protection.outlook.com.
greenolive.hk: 10 mx02.communilink.net.
greenolive.hk: 10 mx04.communilink.net.
greenolive.hk: 10 mx01.communilink.net.
greenolive.hk: 10 mx03.communilink.net.
istaff.hk: 0 mail.istaff.hk.
bpss.hk: 10 mail.bpss.hk.
betadine.hk: 10 mfwd.ebrandservices.com.
touches.hk: 10 mail.bbmail.com.hk.
orlebarbrown.hk: 0 localhost.
tianting.hk: 10 mxw.mxhichina.com.
tianting.hk: 5 mxn.mxhichina.com.
marimekko.hk: 10 marimekko-hk.mail.protection.outlook.com.
zhaowei.hk: 10 mxdomain.qq.com.
pandd.hk: 0 pandd-hk.mail.protection.outlook.com.
yanghang.hk: 0 mail.yanghang.hk.
zanubrutinib.hk: 0 localhost.
homescan.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
homescan.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
homescan.hk: 15 SJSXUC53KPXADEX4ECEH35XA554WHXU5ORHQJTQZMELM7ZG55H4A.MX-VERIFICATION.GOOGLE.COM.
homescan.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
homescan.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
homescan.hk: 1 ASPMX.L.GOOGLE.COM.
heartsonfire.hk: 10 mail.heartsonfire.hk.
kangxi.hk: 10 mx.ym.163.com.
disneywishtogether.hk: 10 custmx.cscdns.net.
louisxiiicognac.hk: 0 .
starmusic.hk: 20 alt1.aspmx.l.google.com.
starmusic.hk: 10 aspmx.l.google.com.
starmusic.hk: 50 alt4.aspmx.l.google.com.
starmusic.hk: 40 alt3.aspmx.l.google.com.
starmusic.hk: 30 alt2.aspmx.l.google.com.
yijia.hk: null host4.yxnetwork.com.
ayt.hk: 5 mxbiz1.qq.com.
ayt.hk: 10 mxbiz2.qq.com.
supherb.hk: 10 MAIL.101DOMAIN.COM.
baifu.hk: 30 mx30.antispam.mailspamprotection.com.
baifu.hk: 20 mx20.antispam.mailspamprotection.com.
baifu.hk: 10 mx10.antispam.mailspamprotection.com.
premiata.hk: 10 mail.register.it.
csip.hk: 1 aspmx.l.google.com.
csip.hk: 10 aspmx5.googlemail.com.
csip.hk: 10 aspmx4.googlemail.com.
csip.hk: 5 aspmx3.googlemail.com.
csip.hk: 5 aspmx2.googlemail.com.
csip.hk: 3 alt1.aspmx.l.google.com.
acts29.hk: 0 acts29.hk.
klenota.hk: 10 mail-2.nethost.cz.
klenota.hk: 20 mail-relay-1.nethost.cz.
watchland.hk: 10 spool.mail.gandi.net.
watchland.hk: 50 fb.mail.gandi.net.
paipartners.hk: 10 smtp.jmsp.net.
jdz.hk: 20 mx2.chengmail.cn.
jdz.hk: 10 mx1.chengmail.cn.
crbc.hk: 100 mail.crbc.hk.
crbc.hk: 10 imsva.nexusfareast.com.
crbc.hk: 30 imsva.in-hk.com.
schoolink.hk: 10 _dc-mx.f434afde6386.schoolink.hk.
workgear.hk: 10 mx2-hosting.jellyfish.systems.
workgear.hk: 5 mx1-hosting.jellyfish.systems.
workgear.hk: 20 mx3-hosting.jellyfish.systems.
pkms.hk: 0 pkms-hk.mail.protection.outlook.com.
eden-park.hk: 20 relas02.veepee.com.
eden-park.hk: 10 relas01.veepee.com.
goingcloud.hk: 50 fb.mail.gandi.net.
goingcloud.hk: 10 spool.mail.gandi.net.
ixina.hk: 10 mail.ixina.hk.
metalco.hk: 0 mail.metalco.hk.
csce.hk: 100 p5m1.ns360.net.
csce.hk: 200 p5mx2.ns360.net.
basezero.hk: 0 basezero.hk.
media-saturn.hk: 20 mx01.udag.de.
media-saturn.hk: 10 mx00.udag.de.
